id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
634	jewish identity	0.9297	-0.3049	15	10	13	6	2005
636	jewish novelists	0.6901	-0.2467	5	8	9	2	2010.5
639	jews	1.0424	0.471	10	6	7	3	2005
640	johannesburg	0.2622	-0.2039	9	7	8	2	2011
641	journalism	0.4039	-0.4973	23	5	6	2	2012
642	judaism	1.5025	-0.4796	15	12	12	2	2006.5
644	julius knipl comics	0.6311	0.7303	13	6	6	1	2006
645	justice	0.3405	-0.6726	4	7	8	2	2013
647	kenyan literature	-0.0883	-0.2014	2	8	8	2	2011.5
649	kinship	0.0974	-0.0381	2	6	6	2	2010
650	knowledge	-0.0492	0.6543	2	9	9	2	2007
651	korean american novelists	1.0579	0.2837	12	6	7	2	2006
655	lagos (nigeria)	-0.6994	-0.4948	11	4	4	1	2015
658	landscape	-0.517	0.1208	7	8	8	2	2014.5
659	language	0.2302	-0.0283	5	13	16	6	2008.3333
663	law	0.2487	-0.68	4	10	13	5	2008.6
665	left-wing novelists	-0.0608	0.3188	9	8	9	3	2017.6667
670	lesbianism	0.1553	0.1227	12	11	13	3	2003.6667
671	lesbians	-0.0966	0.3527	2	8	8	2	2011.5
672	letters	-0.6518	0.4572	3	3	4	2	2004
673	liberalism	-0.3733	0.1399	9	13	18	6	2009.3333
682	literary marketplace	0.1322	0.7243	2	4	4	2	2009
684	literary reputation	-0.4882	0.4376	25	3	4	2	2011.5
686	literary value	0.6362	0.343	17	6	6	2	2007
687	local culture	0.6705	-0.0334	1	6	6	2	2019
689	lolita (2003)	0.6002	0.7756	13	9	9	1	2006
690	london	-0.5718	-0.0229	11	3	4	2	2010
691	los angeles	0.0406	-0.3364	4	10	12	3	2015.6667
693	loss	0.1957	0.7851	1	5	5	2	2005
695	love	0.0899	0.9464	2	6	7	2	2015.5
701	magic	-0.2308	-0.0542	9	8	8	2	2007
703	male homosexual identity	-0.3151	0.6481	22	5	6	3	2011.3333
704	male homosexuality	0.2967	0.0934	1	33	38	11	2007.2727
705	male sexuality	0.5611	0.6187	1	7	7	2	2011.5
706	male-male relations	0.5985	0.4922	1	5	5	2	2005
708	maoism	-0.7612	-0.0173	25	5	5	2	2018.5
710	maori identity	-0.0728	0.0487	10	6	8	3	2013.6667
711	maori novelists	-0.2075	-0.5844	14	8	9	2	2011.5
712	maori writers	-0.7802	-0.6646	18	8	8	1	2020
716	marshall islands literature	-0.8042	-0.6589	18	8	8	1	2020
718	marxism	-0.8382	-1.018	18	3	4	2	2007
720	masculinity	0.4409	-0.4172	8	27	41	13	2006.3077
722	mass media	0.0068	0.6043	13	9	9	4	2012.75
723	massacre	-0.2	-0.7683	16	11	11	2	2014
726	medicine	-0.1597	0.3236	12	11	12	3	2014.3333
728	melancholy	0.4591	-0.5053	5	9	11	3	2006
730	memoir	-1.0889	-0.2559	6	13	14	2	2017.5
731	memory	0.3523	0.1078	8	34	39	9	2007.6667
733	mental illness	-0.3814	0.2721	12	13	14	3	2018.3333
738	metaphor	0.5262	-0.6319	5	5	5	2	2002.5
743	mexican american novelists	-0.5615	-0.071	1	6	8	3	2008
747	mexico-united states border	0.5	-0.8697	17	2	4	4	2011.75
755	military occupation	-0.7396	0.2726	3	14	14	3	2013.3333
756	mimesis	-0.5762	0.3299	3	9	10	3	2010.6667
758	mind	0.3603	0.9507	2	6	6	2	2015
762	miscegenation	0.1865	0.0682	2	8	10	4	2003.75
764	modernism	0.228	0.2986	12	62	109	40	2006.05
765	modernist aesthetics	-0.4217	0.5633	7	21	22	4	2016.75
766	modernist fiction	-0.0444	0.1409	12	9	11	3	2012
767	modernist novel	0.0617	0.3078	19	51	85	22	2014.7273
768	modernist novelists	0.0923	-0.0937	4	10	12	4	2015.75
770	modernist women novelists	0.5045	0.3974	1	17	20	4	2018
771	modernist women writers	-0.1651	0.0646	8	21	29	8	2014.625
772	modernist writers	0.3595	0.0602	17	13	13	3	2014
773	modernity	-0.2859	0.1526	23	15	17	5	2007.4
776	money	0.3222	-0.9007	8	8	8	2	2013.5
777	monuments	0.2328	-0.1698	9	9	9	2	2012
782	mother-daughter relations	0.707	-0.1444	8	9	11	2	2007
783	motherhood	-0.5152	0.6718	7	5	6	2	2008.5
784	mourning	0.4532	0.5523	1	7	7	2	2004
788	multilingualism	-0.9604	0.1951	3	3	4	2	2011
789	murder	-0.1083	0.1987	2	4	4	2	2009
790	music	0.4962	0.5124	19	6	6	2	2013.5
796	narration	0.7645	0.5006	1	5	6	3	2005.6667
799	narrative form	0.7006	-0.497	5	18	23	7	2008.2857
800	narrative structure	-0.2774	0.5816	21	22	25	8	2003.625
802	narrative technique	0.293	0.6727	13	43	63	17	2006.8824
804	narrative voice	-0.3387	0.4017	2	15	18	7	2004.8571
805	narrator	0.447	0.3899	1	6	6	2	2003
806	nation	0.219	-0.1249	1	27	30	8	2014.375
808	national history	0.2981	-0.4466	5	5	6	2	2003.5
809	national identity	-0.12	-0.2735	9	32	46	15	2013.1333
810	nationalism	0.4397	-0.074	10	21	27	9	2005.7778
813	native american novelists	-0.4732	-1.1407	14	3	4	2	2017.5
815	native american-white relations	-0.751	-0.3388	6	10	10	2	2018
816	native americans	-0.4989	0.895	21	13	16	3	2007
817	nativism	0.3066	-0.7439	4	6	8	2	2012.5
818	natural gas industry	-1.4379	-0.1628	6	8	8	1	2020
819	naturalism	0.7711	0.2223	10	5	7	3	2010.3333
820	nature	-0.3417	-0.2969	6	54	86	21	2016.0952
823	nazism	0.7967	-0.2293	5	6	6	2	2009.5
825	neocolonialism	-0.5195	-0.5514	11	7	9	2	2020
826	neoliberalism	0.0201	-0.2203	14	31	38	11	2014.0909
827	netherlandic literature	0.757	-0.6524	5	8	8	1	2014
834	new woman	0.1167	-0.1762	7	5	6	2	2008
835	new york city	0.1418	0.0155	23	9	10	2	2008.5
836	new zealand	0.0904	-0.3213	8	6	6	2	2014.5
837	new zealand literature	-0.3279	-0.364	10	21	27	7	2014.7143
839	nigerian civil war	-0.5612	-0.8002	11	13	14	2	2015.5
840	nigerian literature	-0.6439	-0.534	11	21	23	5	2014.8
845	nostalgia	0.4996	-0.2983	7	3	3	2	2010
849	nuclear holocaust	-0.0748	-0.5741	14	9	10	2	2013
854	objects	-0.0398	0.8865	2	7	7	2	2011.5
862	opera	0.3776	0.5216	19	11	12	2	2013
865	orientalism	-0.1033	-0.5963	20	20	23	5	2010.2
869	pacific ocean	-0.7925	-0.6847	18	8	8	1	2020
872	pakistani literature	-0.4367	-0.4601	16	4	5	2	2010
873	palestinian literature	-0.8822	0.4555	3	3	5	2	2010
877	paris	-0.1151	0.8424	19	7	7	2	2010.5
879	parody	0.6806	0.1801	17	7	7	2	2004
880	passing	-1.191	-0.7326	18	2	3	2	2006
885	patriarchy	-0.6774	-0.2492	6	19	22	4	2009.25
893	persian gulf war (1991)	-0.6242	-0.8519	11	10	10	1	2020
894	petroleum industry	-0.6441	-0.6832	11	22	30	6	2020
896	philippine literature	-0.1916	-0.0501	11	9	9	2	2012.5
897	philippines	-0.833	0.1181	3	8	8	1	2019
898	philosophical approach	0.7159	-0.0382	1	6	6	2	2017
899	philosophical prose	0.8222	0.1387	10	7	7	1	2019
900	photographs	-0.8837	0.4348	3	7	7	2	2013.5
902	plant imagery	0.8078	0.1227	10	7	7	1	2019
906	poison	-1.4544	-0.1504	6	8	8	1	2020
907	police	-1.1362	-0.8717	18	7	7	1	2013
912	political ideologies	-0.2264	-0.155	2	8	8	2	2006
913	political novel	-0.1768	0.2322	9	5	5	2	2021
914	political power	0.2422	-0.7604	8	6	6	2	2015
917	politics	0.0313	-0.0792	4	38	55	18	2012.4444
918	pollution	-1.469	-0.1646	6	8	8	1	2020
925	postapartheid	0.2222	-0.2848	9	7	11	5	2009.6
926	postapocalyptic world	-0.8845	-0.7404	18	8	8	2	2018
927	postcolonial approach	-0.3031	-0.4089	16	49	60	16	2011.625
929	postcolonial identity	-0.7031	0.0269	16	15	16	4	2013.5
932	postcolonial novel	-0.4976	-0.5967	11	31	38	8	2009.75
933	postcolonialism	0.2454	-0.5813	20	33	39	11	2009.9091
934	postmodernism	0.7158	-0.2969	8	16	20	9	2002.7778
935	postmodernist novel	0.7893	0.0453	17	11	12	3	2008.3333
937	posttraumatic stress disorder	0.5196	0.6886	1	8	8	1	2019
938	postwar period	-0.5577	0.4684	3	5	5	2	2012
939	poverty	-0.5605	0.3889	7	13	13	2	2014
940	power	-0.1247	0.3911	2	13	14	4	2005.75
941	pregnancy	-0.518	0.5878	7	15	17	2	2013
942	presidents of the united states	-1.1248	-0.3146	6	12	12	1	2018
945	print culture	0.3873	0.8381	2	10	10	2	2020.5
951	property law	0.5713	-0.2492	4	6	6	1	2014
952	propriety	0.166	0.5225	19	6	6	1	2013
954	protagonist	1.445	-0.569	15	5	5	2	2005
956	psychoanalytic approach	0.6441	-0.1243	8	13	16	4	2007.5
957	psychological approach	0.753	0.3751	4	8	8	2	2003
958	public health	-0.8178	0.1321	3	8	8	1	2019
959	public space	0.3542	-0.1335	9	9	9	2	2009.5
960	public sphere	-0.162	0.4488	22	5	6	2	2007.5
962	publishing	-0.4108	0.3718	25	5	5	2	2011.5
965	queer identity	0.5863	0.7004	1	16	17	3	2020
966	queer theory	1.4485	-0.5989	15	4	4	3	2007
967	race	0.2982	-0.0683	1	47	69	23	2008.087
968	race relations	-0.1883	-0.1073	9	14	17	4	2010.5
969	racial politics	0.2175	0.417	1	7	9	4	2010
972	racism	-0.3977	0.0378	3	97	140	30	2014.6333
975	railroad	-0.496	-0.1078	6	12	12	2	2009.5
977	reader	0.0077	0.5484	2	13	16	5	2012
978	reader response	0.111	0.6968	2	6	6	2	2010
980	realism	-0.0472	-0.3532	8	12	16	6	2010.1667
982	realist novel	0.5658	-0.1607	5	7	7	2	2004.5
986	refugee experience	0.0642	-0.1541	1	10	10	4	2020
987	refugees	-0.283	-0.4825	16	16	18	4	2019.5
988	regional identity	0.3193	0.424	13	5	5	2	2013
990	regional novel	-0.2075	0.5301	21	18	21	5	2009.6
992	religion	-0.5972	0.7471	21	13	14	4	2007
993	remembrance	0.0667	0.1739	23	5	5	2	2004
995	repetition	0.8665	0.0486	17	5	5	1	2002
1000	resistance	0.5077	0.8862	13	9	12	2	2006
1002	revenge	0.277	-0.6056	4	6	7	2	2019
1010	romantic love	0.0891	0.5629	19	11	11	3	2015.3333
1013	rubbish	-0.5512	0.0989	7	8	8	2	2018
1014	ruins	-0.8598	-0.3435	16	6	6	1	2018
1016	rural life	-0.9915	-0.1625	6	29	34	6	2018
1022	satire	0.4877	-0.1555	4	13	16	5	2008.6
1023	schlemiel	1.5333	-0.4572	15	10	10	1	2008
1024	science	0.5798	-0.6796	8	6	7	3	2011.3333
1026	science fiction novel	-0.0059	-0.5181	14	25	38	8	2013.75
1030	scottish literature	0.0677	0.5932	2	19	21	16	2010.5
1034	secrecy	-1.2455	-0.0492	6	14	16	4	2007.25
1035	secret	-0.3074	0.4992	22	10	11	2	2016.5
1039	self-identity	0.9307	-0.3939	5	8	8	2	2015.5
1040	senegalese literature	-0.2486	0.1093	6	7	9	3	2004.3333
1044	september 11 terrorist attacks (2001)	0.1899	-0.6823	20	17	28	11	2011.5455
1046	serial killer	-1.1374	-0.8911	18	7	7	1	2013
1047	sex	0.507	-0.3671	4	12	13	3	2011
1048	sex roles	-0.1248	-0.0823	9	20	23	7	2003.7143
1049	sex tourism	-0.0086	-0.4689	14	5	6	2	2010.5
1052	sexual desire	-0.1459	0.1704	2	8	8	3	2007.3333
1054	sexual identity	1.3987	-0.5842	15	4	5	2	2004
1055	sexual politics	0.3848	0.579	1	5	5	2	2005
1056	sexual violence	-1.0882	0.7098	3	8	8	1	2020
1057	sexuality	0.3267	-0.1717	23	38	57	19	2009.7368
1059	shame	0.3032	-0.3357	5	6	6	2	2004
1062	sickness	-0.2746	-0.2542	9	21	24	7	2016.4286
1064	silence	0.6042	-0.528	5	7	7	2	2006.5
1067	slavery	0.3085	0.205	22	36	47	12	2009.3333
1071	social class	0.0187	0.1893	8	18	31	15	2003.7333
1074	social injustice	-0.4302	-0.6472	11	12	15	4	2017.25
1075	social justice	0.183	-0.7963	4	9	9	2	2008.5
1083	soldier	0.5162	0.7103	1	8	8	1	2019
1087	south african literature	0.0153	-0.1329	9	64	93	35	2008.3429
1091	southern american culture	0.0409	-0.5744	4	5	6	2	2016.5
1094	southern american novelists	-0.5385	0.6915	7	5	6	2	2015.5
1097	southern united states	-0.2822	0.254	22	11	12	2	2019
1098	southwestern united states	-0.3892	0.8792	21	9	13	3	2008.3333
1099	sovereignty	0.3054	-0.9464	8	6	7	2	2009
1100	space	-0.4092	0.1873	6	14	17	6	2004.5
1102	spanish language literature	-0.4229	-0.3111	11	9	9	2	2018
1108	spy novel	1.0781	0.1866	12	5	5	2	2005.5
1112	stereotypes	-1.288	-0.0467	6	3	4	2	2001.5
1116	subjectivity	-0.1004	0.4295	22	28	34	7	2011.1429
1117	suburbia	-0.2812	-0.3094	9	7	8	2	2016.5
1119	suicide	-0.0904	-0.4615	14	9	11	4	2010.5
1121	superhero	0.7451	0.6847	10	8	9	2	2013.5
1123	surrealism	-0.2132	0.221	7	10	10	3	2011
1124	surveillance	-0.0771	0.676	2	5	6	2	2008
1125	sympathy	-0.0799	0.0932	2	6	6	2	2016
1126	syphilis	-1.155	-0.8681	18	7	7	1	2013
1128	technology	0.441	0.2938	10	19	22	5	2009.8
1130	television and video	-1.0474	-0.3105	6	15	16	3	2014.6667
1131	terrorism	-0.0781	-0.9136	20	18	22	4	2014.5
1132	testimony	0.0613	0.4002	22	9	9	2	2014
1134	textual revision	-0.3809	-0.0099	6	6	6	2	2013
1141	the fantastic	0.4843	-0.1041	5	10	10	3	2000.6667
1143	the future	-0.2756	-0.7845	14	17	27	7	2013.4286
1144	the holocaust	0.7389	-0.364	5	28	34	8	2010
1147	the impersonal	0.1276	0.2223	12	6	7	2	2011
1148	the indigenous	-0.7686	-0.0405	25	4	4	2	2019
1149	the individual	-0.4506	-1.1045	14	3	4	2	2013
1150	the japanese	-0.8955	0.2361	3	5	5	2	2016
1154	the other	0.5533	0.4373	13	20	22	6	2009.1667
1156	the poor	-0.2781	-0.6442	14	6	7	2	2011.5
1157	the posthuman	0.6945	-0.0835	10	21	24	5	2012.2
1159	the sacred	-0.0343	-1.074	20	9	9	1	2014
1160	the self	0.469	0.348	13	37	44	9	2008.7778
1162	the supernatural	0.0036	0.6559	13	4	5	2	2016
1163	the uncanny	0.3881	-0.5569	23	3	3	1	2016
1165	the visual	0.317	0.2692	10	13	14	4	2009.25
1167	thriller	-0.0483	-1.0943	20	9	9	1	2014
1169	time	0.1343	-0.787	8	10	12	4	2010.25
1173	tourism	-0.3434	0.8064	21	10	12	3	2006.6667
1177	transculturation	-0.5612	0.8837	21	9	9	1	2005
1180	transnationalism	-0.5003	-0.3553	11	7	7	2	2010.5
1181	trauma	0.4179	0.6031	13	28	33	8	2009.25
