id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
52	acquired immune deficiency syndrome	-0.9222	0.0939	26	8	9	3	2009
53	activism	-0.6804	0.068	26	17	18	3	2009.3333
54	adolescent soldiers	0.926	-0.2968	24	7	7	1	2019
55	advertising	0.5795	-0.7419	38	2	2	1	2018
56	aesthetic experience	-0.15	-0.5083	10	5	5	1	2012
57	aesthetics	0.0799	0.0154	15	28	34	10	2010.5
58	afghanistan	0.496	0.0046	23	3	3	1	2019
59	african american community	0.3911	-0.1537	32	8	9	2	2006
60	african american experience	-0.1606	0.8101	28	18	21	4	2005.75
61	african american identity	-0.4616	0.592	35	11	12	2	2009.5
62	african american literature	1.4504	2.6088	44	3	3	1	2019
63	african american novelists	-0.062	0.3532	15	18	23	4	2013.5
64	african american poets	-0.2253	0.3633	31	20	24	4	2013.25
65	african american poets (2000-2009)	0.0333	0.9577	16	3	3	1	2011
67	african american women poets	-0.2415	0.3325	3	16	21	5	2017
68	african american writers	-0.2477	0.001	5	13	18	5	2012.4
69	african american-jewish relations	-0.1264	0.1326	5	7	8	2	2004
70	african diaspora	-0.4904	0.5616	35	4	4	1	2005
71	african history	-0.5934	-0.996	33	2	2	1	2006
72	african literature	-0.5285	0.0289	5	13	13	3	2012
73	afrikaans language literature	0.3523	0.2808	1	4	4	1	2006
74	afro-caribbean women poets	0.2659	0.9577	13	3	3	1	2020
75	afro-caribbean writers	-0.3618	0.1003	5	5	5	1	2018
76	afrocentrism	-0.578	0.391	18	5	6	2	2004
77	agency	-0.3395	-0.556	14	3	3	1	2009
78	alien beings	0.1508	-0.1694	27	6	6	1	2009
79	alien worlds	0.5262	0.0757	21	4	4	1	2018
80	alienation	-0.1843	-0.4303	10	4	4	1	2013
81	allegory	0.702	-0.6063	7	4	4	1	2010
82	allusion	-0.3195	-0.4112	10	24	27	6	2011
83	alphabet book	-0.4918	-0.5667	33	5	5	1	2008
84	alternative history	-0.1451	-0.0717	21	7	7	1	2018
85	american landscape	0.4314	-0.3088	12	2	2	1	2001
86	american literature	0.0984	0.0993	39	725	1268	391	2009.2046
89	american poetry	0.528	0.428	41	3	3	1	2002
90	american western novel	-0.0434	-0.0453	3	14	15	3	2007.3333
91	american-chinese relations	0.021	-0.2373	9	6	6	1	2017
92	amnesia	-0.6545	-0.1379	19	4	4	1	2003
93	anagram	-0.2062	0.8722	28	7	7	1	2003
94	anarchism	0.0287	0.0405	9	6	6	1	2008
95	angel	-0.2056	-2.3731	49	2	2	1	2001
96	animal-human relations	-0.1757	-0.7541	14	20	25	6	2018
97	animals	0.4487	0.0789	8	5	5	2	2007
98	anthropomorphism	-0.1997	-0.8763	14	3	3	1	2018
99	anticolonialism	-0.5978	0.0698	5	14	14	2	2017.5
100	antiracism	-0.0247	-0.1873	1	7	7	1	2016
101	apartheid	0.344	0.2149	1	14	16	3	2012
102	apostrophe	-0.4916	-0.3837	22	6	6	1	2001
103	appalachian culture	-0.1846	-0.1498	5	6	6	1	2020
104	appropriation	-0.6508	0.3406	18	7	8	2	2011.5
105	archives	-0.0016	0.1364	1	11	12	3	2010.3333
106	art	-0.2754	-0.0995	17	9	9	2	2006.5
107	artificial intelligence	0.6294	0.4079	1	5	5	1	2019
108	artist	-0.1089	0.471	15	6	6	1	2014
109	artistic expression	0.2498	-0.0073	3	4	4	1	2008
110	asia	0.8099	-1.8568	40	3	3	1	2020
111	asian american identity	0.1773	0.2649	9	10	11	3	2009
112	asian american poets	-0.303	0.7521	31	3	5	2	2008
114	asian american writers	0.2798	0.3252	20	5	6	2	2006
115	asian americans	-0.0971	0.251	16	4	4	1	2004
116	astronomical imagery	-0.265	0.4274	3	4	4	1	2020
117	attention	0.3661	-0.5439	27	3	3	1	2017
118	audience	-0.1389	0.5451	13	6	6	1	2008
119	australian literature	0.0464	-0.3738	3	14	15	3	2009.3333
120	authenticity	-0.054	0.3796	16	11	11	3	2009.3333
121	authorial self	0.1395	0.5272	11	6	6	1	2011
122	authoritarianism	0.8101	-0.1456	11	8	8	1	2017
123	authorship	-0.4539	-0.0423	2	15	15	3	2016.3333
124	autobiographical fiction	-0.5482	-0.196	2	8	9	2	2013
125	autobiographical novel	0.4325	-0.1047	23	6	6	1	2017
126	autobiography	-0.085	0.2107	16	8	9	3	2003.6667
127	automobile travel	0.0262	0.6303	9	4	4	1	2019
128	avant-garde	0.6537	-0.417	7	10	12	3	2016
129	avant-garde poetry	-0.4906	-0.6773	33	7	9	3	2008
130	ballad	-0.1505	0.89	28	5	5	1	2001
131	banality	0.0445	-0.1819	30	7	7	1	2014
132	barbadian literature	-0.0226	0.1298	16	6	6	2	2010
133	"baxter, bella (character)"	-0.6069	-0.4036	10	3	3	1	2001
134	beat generation	-0.824	0.1436	2	3	5	3	2007.6667
135	beauty	-0.0805	-0.5293	10	10	10	2	2012.5
136	belatedness	0.6754	0.1239	24	3	3	1	2011
137	belonging	-0.0107	-0.5544	10	5	5	1	2013
138	bibliographical features	-0.6254	-0.5016	10	2	2	1	2016
139	biodiversity	0.5298	0.0706	21	4	4	1	2018
140	biographical criticism	0.3666	-0.3796	38	2	2	1	2013
141	biotechnology	0.1328	0.2123	9	6	6	1	2020
142	black aesthetic	-0.2771	0.6214	31	6	7	2	2011
143	black experience	-0.365	0.0954	5	5	5	1	2018
144	black identity	-0.2259	0.2839	15	26	32	6	2012
145	black mountain poets	0.9145	-0.7826	29	5	5	1	2018
146	black poetry movement	-0.4425	0.1723	26	8	8	1	2015
147	black writers	-0.6589	0.2706	18	3	3	1	2018
148	black-white relations	-0.2058	-0.1331	5	9	14	3	2019.6667
149	book	0.4589	0.3661	1	5	5	1	2002
150	booker prize	-0.7202	-0.5934	10	2	2	1	2000
151	boredom	0.1012	-0.3314	30	11	12	2	2013
152	boundary	0.0556	0.9536	16	3	3	1	2010
153	bourgeois politics	-0.8336	0.5401	18	3	3	1	2008
154	brazilian literature	-0.4198	1.0123	31	3	3	1	2001
155	british and irish literatures	-0.1874	-0.2752	17	13	14	8	2005.125
156	british empire	0.79	-1.8294	40	4	4	1	2007
157	british imperialism	0.1205	-0.2499	32	15	15	3	2010.3333
158	buddhism	0.5404	0.638	41	3	3	1	2006
159	bureaucracy	0.1439	-0.435	30	5	5	1	2012
160	business imagery	-0.8727	-0.0192	19	3	3	1	2011
161	california	2.2484	0.9277	56	2	2	1	2019
162	camp	-0.4289	-0.5654	10	5	5	2	2009.5
163	canadian literature	-0.5191	0.2855	18	59	67	18	2009.5
165	capitalism	0.0969	0.0491	3	28	33	8	2012.625
166	care	-0.3727	-0.2301	2	6	6	2	2011
167	caregiver	0.5035	-0.3495	32	8	8	1	2014
168	caribbean identity	0.1376	0.5345	11	6	6	1	2011
169	caribbeans	0.2242	0.3118	11	4	4	1	2002
170	catholicism	2.2853	1.1508	55	2	2	1	2006
171	certainty	0.0924	-0.2979	4	6	6	1	2016
172	characterization	0.4544	0.195	15	3	3	1	2009
174	child characters	-0.1791	-0.4287	10	4	4	1	2013
175	chinese american experience	-0.5646	-0.9387	33	2	2	1	2006
176	chinese american identity	-0.0572	-0.7442	12	4	4	1	2005
177	chinese american writers	1.387	0.9241	39	1	1	1	2010
178	chinese literature	-0.5406	-0.8931	33	5	5	2	2009.5
179	christianity	-0.5811	0.0971	5	11	13	3	2015
180	church	0.0676	-0.635	4	4	4	1	2004
181	citation	3.0487	1.6246	42	4	4	1	2005
182	city	0.0097	-0.5112	4	9	9	2	2010.5
183	civil rights movement	-0.441	0.163	26	8	8	1	2015
184	civil war	0.9321	-0.2861	24	7	7	1	2019
185	climate change	0.5215	0.1248	8	4	4	1	2009
186	close reading	0.3827	0.5706	20	3	3	1	2010
187	closure	-0.75	-0.3128	19	16	17	3	2008.3333
188	coal miners	0.0236	-0.2295	9	6	6	1	2017
189	cold war	0.2963	0.5189	20	16	24	9	2007.1111
190	collectors	0.3398	0.5532	20	4	4	1	2004
191	colonialism	-0.8467	0.4446	18	12	14	3	2008
192	color	0.2627	0.9557	13	3	3	1	2020
193	commercialism	0.7457	-0.4542	7	5	5	1	2016
196	communism	0.2538	-0.1121	21	3	3	1	2020
197	community	-0.4694	0.0315	17	23	25	5	2010.4
198	comparative approach	-0.7473	0.001	26	6	6	1	2004
199	composer	1.7896	1.5409	50	2	2	1	2020
200	computer	0.5837	-0.4374	36	6	6	1	2013
201	computer networks	0.0222	-0.0701	29	6	6	1	2011
202	computer technology	0.5206	0.3573	1	13	14	4	2011.75
203	conceptual art	-0.4297	0.9603	31	9	10	2	2013
204	conceptual poetry	0.4101	0.245	1	6	6	1	2020
205	concrete poetry	-0.4224	1.0025	31	5	6	2	2007
206	conformity	0.5807	-0.431	36	6	6	1	2013
207	consciousness	0.3937	0.1551	8	11	11	3	2007.3333
208	conspiracy	-0.4015	-0.7486	27	2	2	1	2002
209	constraints	-0.8166	0.307	6	4	4	1	2007
210	consumer society	0.5713	-0.7299	38	3	4	2	2014
211	consumerism	-0.0345	0.1709	3	17	19	4	2015.5
212	contemporaneity	0.423	-0.2504	24	6	7	2	2012.5
213	control	-0.1566	0.2874	16	4	4	1	2001
214	corporation	0.5142	-0.4392	36	11	12	2	2013
215	corporeality	-0.9735	0.1045	26	3	3	1	2007
216	cosmopolitanism	-0.0197	-0.4738	4	8	8	2	2013.5
217	counterculture	0.9902	-0.4101	24	6	6	1	2013
218	creative process	-0.8084	0.3059	6	5	5	2	2005
219	creative writing programs	-0.5431	-0.042	2	4	5	2	2011
220	crime	0.4529	-0.4483	36	6	6	1	2013
221	crime novel	0.2573	-0.4432	27	6	6	1	2016
222	crisis	-0.2146	-0.3198	22	14	16	3	2013.6667
223	critical race theory	-0.1696	0.7563	28	4	4	1	2004
224	criticism	-0.1133	-0.0874	17	23	27	5	2010.4
225	criticism (1960-2009)	-0.4221	0.2657	6	4	4	1	2012
226	cross-cultural identity	0.1475	-0.257	32	7	7	1	2008
227	cross-cultural relations	-0.2112	0.4552	20	2	2	1	2012
228	cruising	0.3408	-0.704	4	6	6	1	2019
229	cuba	-0.857	-0.2101	19	3	3	1	2003
230	cultural assimilation	-0.093	0.2549	16	4	4	1	2004
231	cultural authenticity	-0.2863	-0.5802	30	11	12	2	2011.5
232	cultural change	0.6671	-0.6358	7	10	10	1	2014
233	cultural context	-0.1448	0.3462	13	6	6	1	2012
234	cultural differences	0.0778	0.5117	11	7	7	2	2008
235	cultural politics	-0.7219	-0.4502	14	11	11	2	2011
236	cultural relations	1.1513	-0.8736	29	6	6	1	2017
237	cultural space	0.0389	0.2157	9	4	4	1	2008
238	cultural values	-0.5816	-0.5436	10	4	4	1	2009
239	cybernetics	-0.5056	-0.0439	6	3	3	1	2001
240	cyberpunk	0.5556	-0.0677	23	3	3	1	2012
241	cyclical structure	-0.36	2.3216	54	2	2	1	2000
242	czech literature	0.0111	-0.5203	4	3	3	2	2006
243	daily life	0.2839	-0.4628	27	23	28	6	2013.3333
244	database	-0.4351	0.9481	31	7	7	1	2013
245	death	0.0537	0.1517	9	31	34	8	2011
246	deception	0.386	-0.4383	36	9	10	2	2009
247	decline	0.9596	-0.6291	7	4	4	1	2013
248	decolonization	0.9629	-0.6343	7	4	4	1	2013
249	deep image	0.0315	0.9112	16	2	2	1	2001
250	democratic party	0.9871	-0.4027	24	6	6	1	2013
252	desire	-0.4185	-0.4605	22	34	37	7	2008.8571
253	despair	-0.035	0.786	28	6	6	1	2009
254	destiny	0.6229	0.4107	1	5	5	1	2019
255	destruction	-0.3105	-0.7048	14	4	4	1	2015
256	detective novel	2.3232	0.8901	51	2	2	1	2002
257	dialogism	0.322	-0.2019	7	7	7	2	2008
258	diaspora	-0.3354	-0.6729	30	7	7	1	2011
259	dictatorship	0.8167	-0.1506	11	8	8	1	2017
260	digital technology	-0.478	0.2315	34	19	22	5	2012.6
261	digression	-1.2067	-0.2375	19	6	6	1	2009
262	dilemma	-0.0233	0.2335	15	7	7	1	2015
263	diplomacy	1.1515	-0.8627	29	6	6	1	2017
264	disability	0.2983	0.068	25	17	18	3	2012.3333
265	disabled poets	-0.6267	0.2326	6	7	7	1	2012
266	displacement	0.4576	-0.4037	32	15	15	2	2013.5
267	dispossession	0.045	0.7145	16	9	9	2	2017
268	divine grace	-0.0178	0.3402	11	7	7	2	2011.5
269	doctor	0.2336	0.1184	23	5	5	1	2016
270	document	0.3886	0.6455	20	3	3	1	2007
271	documentary poetry	0.1902	0.1696	1	8	9	2	2018
272	domesticity	0.3045	-0.3731	27	5	6	2	2006
273	dominican american novelists	-0.339	-0.6809	30	7	7	1	2011
274	double consciousness	-0.2036	0.8797	28	7	7	1	2003
275	doubling	-0.1954	0.8783	28	7	7	1	2003
276	drama	-0.0221	0.5509	13	47	63	16	2008.625
277	dramatic monologue	-0.3231	-0.011	17	6	6	1	2014
278	dream	-0.4386	0.6208	35	8	8	1	2014
279	dying	0.3949	0.2165	8	4	4	1	2007
280	dystopian novel	0.046	0.2443	15	7	7	1	2017
281	earth imagery	-0.4252	1.0776	31	4	4	1	2009
282	ecocentrism	0.2364	0.4968	8	3	3	1	2000
283	ecocritical approach	0.1762	0.4794	8	15	22	4	2018.25
284	ecocriticism	0.4521	0.1336	8	27	34	9	2010.6667
285	ecology	0.0138	0.0712	8	15	19	4	2014.75
286	economic change	-0.4373	0.9409	31	7	7	1	2013
287	economic value	-0.1106	0.0876	3	6	6	1	2009
288	ecosystem	0.5324	0.0767	21	4	4	1	2018
289	egyptian literature	-0.2575	-0.0273	6	4	4	1	2013
290	ekphrasis	-0.3751	0.5192	20	10	11	2	2002.5
291	emigration	0.0117	-0.1813	14	3	3	1	2005
292	emotions	0.3591	-0.1018	23	15	16	3	2015.6667
293	empathy	-0.0341	-0.1227	1	20	27	6	2015
294	empire	0.9572	-0.6345	7	4	4	1	2013
295	employer-employee relations	0.3305	0.3886	23	6	6	1	2016
296	england	0.9134	-0.7902	29	5	5	1	2018
297	english caribbean literature	-0.48	0.0615	5	11	11	3	2013.6667
300	english literature	0.0633	-0.2115	37	227	302	93	2010.4946
301	english politics	-0.9146	-1.1562	37	3	3	1	2006
302	english-scottish relations	-0.7218	-0.5904	10	2	2	1	2000
303	entropy	0.2076	-0.5876	30	6	7	2	2013
305	environmental crisis	0.3054	0.3189	8	22	31	6	2016.6667
306	epic	0.8217	-0.0587	11	3	3	1	2005
307	epistolary novel	-0.4321	0.6103	35	8	8	1	2014
308	erasure	0.6048	0.0322	15	6	6	1	2020
309	eroticism	-0.2252	-0.1579	17	3	3	1	2010
310	essay	-0.1948	-0.8764	14	3	3	1	2018
311	essentialism	-0.4934	0.567	35	4	4	1	2005
312	ethics	0.1597	-0.0029	23	55	72	16	2012.75
313	ethnic identity	-0.1098	0.3025	16	46	60	13	2010.1538
314	ethnicity	-0.1444	0.2492	16	4	5	2	2000.5
315	exemplarity	0.1582	-0.0363	25	6	6	1	2014
316	exile	-0.5147	-0.3094	14	13	13	3	2009
317	existentialism	-0.5828	-0.5489	10	4	4	1	2009
318	expatriate homosexual men poets	0.3357	-0.7095	4	6	6	1	2019
319	experience	-0.3522	0.2695	21	5	5	1	2013
320	experimental form	-0.8718	-0.0155	19	3	3	1	2011
321	experimental poetry	-0.3331	0.5837	31	27	33	7	2012.2857
322	facsimile	0.1208	0.0152	15	2	2	1	2015
323	factuality	0.0232	0.2609	16	4	4	1	2019
324	failure	-0.0255	0.2551	9	8	8	2	2010.5
325	fame	-0.5842	-0.0751	2	6	6	1	2017
326	family	0.5519	-0.1394	23	10	10	2	2015.5
327	farm workers	0.2114	0.5773	8	9	9	1	2017
328	fatalism	-1.2105	-0.2475	19	6	6	1	2009
329	fate	2.265	-0.9756	52	2	2	1	2002
330	father-son relations	0.4835	-0.3289	32	9	11	2	2008.5
331	female body	-0.3291	-0.2945	17	4	4	1	2006
332	female experience	-0.0388	0.7931	28	6	6	1	2009
333	female narrator	-1.0468	0.5635	18	6	6	1	2003
334	female subjectivity	-0.7502	0.4231	34	4	4	1	2011
335	female voice	-0.3688	-0.8039	30	3	3	1	2006
336	femininity	-0.9836	0.5307	18	5	5	1	2003
337	feminism	-0.5659	0.1023	5	6	6	2	2006.5
338	feminist approach	-0.2646	0.1518	3	5	5	1	2019
339	feral child	-0.2083	-0.9006	14	3	3	1	2020
341	fictionality	2.2634	-0.9779	52	2	2	1	2002
343	film adaptation	0.1801	0.1857	1	7	7	1	2008
344	finance	0.3312	-0.2752	12	5	5	1	2010
345	first person narrator	-0.2248	-0.1893	9	8	8	2	2009
346	flatness	0.2065	0.794	13	8	8	1	2003
347	flesh	-0.2472	0.5111	6	4	4	1	2004
348	folk literature	0.7646	-0.6428	7	21	30	4	2009.75
349	folk music	0.5719	-0.3137	29	10	13	2	2003.5
350	folk narrative	0.8109	-0.718	7	3	3	1	2003
351	folk poetry	0.7425	-0.6067	7	18	27	3	2012
352	folk song	0.747	-0.5982	7	18	27	3	2012
353	folk tale	0.8082	-0.7205	7	3	3	1	2003
354	food	-0.216	0.3842	3	7	9	2	2018
355	foreign policy	-0.0749	-0.3634	4	5	5	1	2013
356	formalism	0.5262	0.4324	41	3	3	1	2002
357	framing	0.1537	-0.2525	32	7	7	1	2008
358	free indirect discourse	-0.7729	-0.494	14	6	6	1	2008
359	freedom	-0.6667	-0.4139	14	5	5	1	2014
360	freedom of choice	0.8335	-0.6178	7	9	9	1	2011
361	french caribbean literature	-0.5923	0.029	5	6	6	1	2017
362	french language literature	-0.5494	0.0837	5	4	4	1	2013
363	french literature	0.0086	0.5728	13	28	37	8	2004.875
364	friendship	-0.3707	-0.3337	14	13	16	4	2014.75
365	frontier	-0.1299	0.6673	16	5	5	1	2009
366	fundamentalism	0.0955	-0.3054	4	6	6	1	2016
367	game	-0.799	-0.1177	19	3	3	1	2007
368	gaze	0.2769	0.5364	13	10	10	2	2014.5
369	gender	-0.3246	0.0618	13	16	21	5	2011.8
370	genre conventions	-0.3892	-0.3119	2	57	66	12	2010.25
371	gentleman	0.2551	-0.3019	32	3	3	1	2014
372	geopolitics	-0.3537	2.4965	53	2	2	1	2014
373	german literature	0.0204	-0.0248	25	35	40	10	2011.3
374	germany	-0.1521	-0.069	21	7	7	1	2018
375	ghana	1.4496	2.6044	44	3	3	1	2019
376	ghost	0.2022	0.78	13	10	10	2	2003
377	gift	0.3616	-0.0761	23	4	4	1	2016
378	global warming	0.243	0.2506	8	4	4	1	2018
379	globalization	0.0182	-0.1231	4	50	61	13	2011.5385
380	god	0.1958	0.7945	13	8	8	1	2003
382	gothic conventions	0.2566	-0.4352	27	6	6	1	2016
383	gothicism	0.0639	-0.6303	4	4	4	1	2004
385	graphic form	0.6015	0.0258	15	6	6	1	2020
387	greece	0.8056	-1.8588	40	3	3	1	2020
388	greek immigrants	0.4747	0.0355	11	5	5	1	2008
389	"greenwood, esther (character)"	-0.6657	-0.3355	2	8	8	1	2015
390	group identity	-0.7394	0.0079	26	8	9	2	2004.5
391	guyanese literature	0.1124	0.5189	11	9	9	2	2010.5
392	hallucination	0.2361	0.0242	25	8	8	1	2014
393	heritage	0.342	0.5584	20	4	4	1	2004
394	hermaphrodite	0.472	0.0297	11	5	5	1	2008
395	heroine	-0.5721	-0.6025	22	5	5	1	2011
396	hispanic american poets (2000-2009)	-0.5972	-0.0145	6	2	2	1	2011
397	hispanic american writers	-0.0679	-0.5606	10	6	6	1	2018
398	historical events	0.0238	0.1551	1	5	5	1	2017
399	historical fiction	-0.2149	-0.0913	26	8	8	1	2010
400	historical fiction (1960-1999)	-0.399	-0.0405	6	3	3	1	2003
401	historical novel	-0.2194	-0.2152	17	9	10	2	2010
402	historical novel (1990-2003)	0.3726	0.4444	20	5	5	1	2011
403	historical revisionism	-0.0413	-0.0557	3	2	2	1	2001
404	historiography	0.0131	-0.732	12	6	6	1	2016
405	history	-0.7697	-0.1917	19	13	16	5	2005
406	history of the book	-0.6798	0.2936	34	4	4	1	2015
407	holocaust survivors	-0.3887	-0.2369	14	3	3	1	2004
408	home	-0.1255	0.4384	15	14	16	4	2011.75
409	homosexual identity	-0.2253	-0.2669	17	4	4	1	2010
410	homosexual male characters	-0.3453	-0.2601	14	4	4	1	2019
411	hospitality	0.1174	0.0717	23	11	11	3	2013.3333
412	houses	0.1297	-1.0067	12	4	4	1	2004
413	human body	-0.4408	-0.0089	6	36	46	9	2011.4444
414	human nature	0.525	0.1291	8	4	4	1	2009
415	human race	0.6238	0.4034	1	5	5	1	2019
416	human relations	0.1515	-0.0408	25	6	6	1	2014
417	human rights	-0.2632	-0.0269	6	4	4	1	2013
418	human voice	-0.1548	-0.4572	12	5	5	1	2005
419	humanism	0.4106	0.3288	1	9	9	2	2004
420	humanitarianism	0.9249	-0.2838	24	7	7	2	2018.5
421	humor	-0.1754	-0.6274	10	9	11	3	2007.6667
422	hurricane katrina	0.2216	0.1482	1	6	6	1	2017
423	hybridity	0.3309	0.1597	11	12	13	3	2007
424	hypertext	-0.686	0.4577	34	5	5	1	2005
425	hypertext fiction	-0.7479	0.4269	34	4	4	1	2011
426	hypertext novel	0.7637	-0.0715	11	2	2	1	2000
427	hysteria	-0.9859	0.5238	18	5	5	1	2003
428	identification	-0.1448	0.5505	13	6	6	1	2008
429	identity	0.299	-0.2514	36	24	29	6	2009.5
430	identity formation	-0.705	-0.5852	10	2	2	1	2012
431	identity politics	0.1581	-0.1688	27	6	6	1	2009
432	ideology	-0.3954	0.5068	20	8	8	1	2000
433	igbo tradition	0.0173	0.3685	9	6	6	1	2007
434	imagery	0.2319	0.7003	13	16	16	3	2010.3333
435	imagination	-0.1826	0.4564	20	5	5	2	2006
436	immigrant experience	-0.021	-0.5417	10	13	14	3	2012.3333
437	immigrant identity	-0.0543	0.1549	16	3	3	1	2006
438	immigrant women novelists	1.4536	2.6055	44	3	3	1	2019
439	immigrants	0.4623	-0.5325	38	4	4	1	2001
440	immigration	0.194	0.3058	9	3	3	1	2006
441	immortality	0.1296	0.2063	9	6	6	1	2020
442	imperialism	-0.4832	0.2945	18	21	23	5	2008
443	imprisonment	0.8105	-0.1552	11	8	8	1	2017
444	improvisation	0.4414	-0.1913	29	14	15	2	2005
445	indexing	-0.4298	0.9385	31	7	7	1	2013
446	indian american poets	-0.2037	-0.9022	14	3	3	1	2020
447	indian american women novelists	0.3195	0.3883	23	6	6	1	2016
448	indian canadian novelists	-0.0427	0.4411	11	5	5	1	2010
449	indian literature	-0.1618	-0.0234	20	61	73	13	2012.4615
450	individualism	-0.0312	0.228	15	7	7	1	2015
451	information	-0.4264	0.9452	31	7	7	1	2013
452	information culture	-0.0283	-0.7374	12	4	4	1	2003
453	information theory	0.219	-0.6106	30	2	2	1	2015
454	infrastructure	0.1996	0.0734	25	10	10	2	2015
455	innovation	-0.2978	0.6579	31	4	4	1	2014
456	intellectual life	2.988	-1.5999	43	4	4	1	2002
457	intellectualism	-0.2033	0.6995	31	4	4	1	2007
458	intentional fallacy	-0.1691	0.1386	9	4	4	1	2015
459	interiority	-0.7704	-0.4869	14	6	6	1	2008
460	internationalism	-0.322	0.1357	4	3	3	1	2002
461	internship	-0.6698	-0.3431	2	8	8	1	2015
462	intersubjectivity	-0.2917	-0.3913	9	3	3	1	2009
463	intertextuality	0.3677	0.1848	15	26	31	7	2011.4286
464	intimacy	-0.361	-0.5803	14	12	13	3	2014
465	intrusive narrator	0.1009	-0.299	4	6	6	1	2016
466	intuition	-0.9103	-1.158	37	3	3	1	2006
467	iraq war (2003)	0.4563	-0.2209	24	13	14	2	2015.5
468	irish literature	-0.0561	0.0997	13	69	88	28	2008.5357
469	irony	0.2022	-0.5359	30	6	7	2	2006
470	istanbul	-0.098	-0.3855	4	7	7	1	2018
471	jamaican literature	0.2661	0.9532	13	3	3	1	2020
472	japanese literature	0.1471	-1.1212	12	6	6	1	2002
473	jazz music	0.5666	-0.3196	29	10	13	2	2003.5
474	jazz musicians	-0.4403	0.6124	35	8	8	1	2014
475	jazz song	0.6219	-0.3489	29	4	4	1	2006
477	jewish american novelists	0.5763	-0.0243	15	11	12	2	2017
478	jewish american poets	0.2276	0.1521	1	6	6	1	2017
479	jewish american women	-0.1341	0.4925	15	2	2	1	2001
481	jewish identity	-0.0522	0.505	11	9	9	2	2009
482	jewish immigrants	-0.1364	0.6685	16	5	5	1	2009
483	jewish russians	0.2798	0.0834	25	4	4	1	2001
484	jewish spaniards	-0.8589	-0.2067	19	3	3	1	2003
485	jewish writers	-0.1702	0.0962	5	3	3	1	2001
486	journalism	0.1312	0.1065	3	5	5	1	2020
488	judgment	-0.3933	-0.4764	22	4	4	1	2007
489	justice	-0.0676	0.1764	5	5	5	1	2007
490	knowledge	-1.0364	-0.306	19	11	12	2	2011
491	korean american poets	0.0901	0.7093	16	5	5	1	2018
493	labor strike	-0.4365	-0.7446	27	6	6	1	2008
